Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban,ApplicantIncome_Log,CoapplicantIncome_Log,LoanAmount_Log
LP001449,1,0,0,0,0,3865.0,1640.0,126.0,360.0,1.0,1,True,False,False,8.259975659768276,7.403061091090091,4.844187086458591
LP001465,1,1,0,0,0,6080.0,2569.0,182.0,360.0,0.0,0,True,False,False,8.71292443512011,7.851661177889265,5.209486152841421
LP001473,1,0,0,0,0,2014.0,1929.0,74.0,360.0,1.0,1,False,False,True,7.608374474380783,7.5652752818989315,4.31748811353631
LP001478,1,0,0,0,0,2718.0,0.0,70.0,360.0,1.0,1,False,True,False,7.908019444632471,0.0,4.2626798770413155
LP001487,1,0,0,0,0,4895.0,0.0,102.0,360.0,1.0,1,False,True,False,8.496173824192162,0.0,4.634728988229636
LP001488,1,1,3,0,0,4000.0,5743.125,261.5,360.0,1.0,0,False,True,False,8.294299608857235,8.655932872329714,5.570251082031678
LP001489,0,1,0,0,0,4583.0,0.0,84.0,360.0,1.0,0,True,False,False,8.430327258394575,0.0,4.442651256490317
LP001491,1,1,2,0,1,3316.0,3500.0,88.0,360.0,1.0,1,False,False,True,8.106816038947052,8.160803920954665,4.48863636973214
LP001492,1,0,0,0,0,10171.25,0.0,242.0,360.0,0.0,0,False,True,False,9.227418703510933,0.0,5.493061443340548
LP001493,1,1,2,1,0,4200.0,1430.0,129.0,360.0,1.0,0,True,False,False,8.343077871169383,7.266128779556451,4.867534450455582
LP001497,1,1,2,0,0,5042.0,2083.0,185.0,360.0,1.0,0,True,False,False,8.525756422076725,7.642044402873258,5.225746673713202
LP001498,1,0,0,0,0,5417.0,0.0,168.0,360.0,1.0,1,False,False,True,8.59748202264504,0.0,5.1298987149230735
LP001507,1,1,0,0,0,2698.0,2034.0,122.0,360.0,1.0,1,False,True,False,7.900636613018005,7.618251097876695,4.812184355372417
LP001514,0,1,0,0,0,2330.0,4486.0,100.0,360.0,1.0,1,False,True,False,7.754052639035757,8.408939605975984,4.61512051684126
LP001516,0,1,2,0,0,10171.25,0.0,70.0,360.0,1.0,1,False,False,True,9.227418703510933,0.0,4.2626798770413155
LP001518,1,1,1,0,0,1538.0,1425.0,30.0,360.0,1.0,1,False,False,True,7.338888133838879,7.262628600974241,3.4339872044851463
LP001519,0,0,0,0,0,10000.0,1666.0,225.0,360.0,1.0,0,True,False,False,9.210440366976517,7.418780882750794,5.420534999272286
LP001520,1,1,0,0,0,4860.0,830.0,125.0,360.0,1.0,1,False,True,False,8.488999457045455,6.7226297948554485,4.836281906951478
LP001528,1,0,0,0,0,6277.0,0.0,118.0,360.0,0.0,0,True,False,False,8.744806737401898,0.0,4.77912349311153
LP001529,1,1,0,0,1,2577.0,3750.0,152.0,360.0,1.0,1,True,False,False,7.8547691834991324,8.229777750081887,5.030437921392435
LP001531,1,0,0,0,0,9166.0,0.0,244.0,360.0,1.0,0,False,False,True,9.123365357961776,0.0,5.501258210544727
LP001532,1,1,2,1,0,2281.0,0.0,113.0,360.0,1.0,0,True,False,False,7.732807530422021,0.0,4.736198448394496
LP001535,1,0,0,0,0,3254.0,0.0,50.0,360.0,1.0,1,False,False,True,8.08794755464267,0.0,3.9318256327243257
LP001541,1,1,1,0,0,6000.0,0.0,160.0,360.0,0.0,1,True,False,False,8.699681400989514,0.0,5.081404364984463
LP001543,1,1,1,0,0,9538.0,0.0,187.0,360.0,1.0,1,False,False,True,9.163143937145207,0.0,5.236441962829949
LP001546,1,0,0,0,0,2980.0,2083.0,120.0,360.0,1.0,1,True,False,False,8.000014093678072,7.642044402873258,4.795790545596741
LP001552,1,1,0,0,0,4583.0,5625.0,255.0,360.0,1.0,1,False,True,False,8.430327258394575,8.635153989049803,5.545177444479562
LP001560,1,1,0,1,0,1863.0,1041.0,98.0,360.0,1.0,1,False,True,False,7.530479995245536,6.948897222313312,4.59511985013459
LP001562,1,1,0,0,0,7933.0,0.0,261.5,360.0,1.0,0,False,False,True,8.978912601074276,0.0,5.570251082031678
LP001565,1,1,1,0,0,3089.0,1280.0,121.0,360.0,0.0,0,False,True,False,8.035926369891792,7.155396301896734,4.804021044733257
LP001570,1,1,2,0,0,4167.0,1447.0,158.0,360.0,1.0,1,True,False,False,8.335191583433202,7.277938572945661,5.0689042022202315
LP001574,1,1,0,0,0,3707.0,3166.0,182.0,360.0,1.0,1,True,False,False,8.218247926685745,8.06054004653864,5.209486152841421
LP001577,0,1,0,0,0,4583.0,0.0,112.0,360.0,1.0,0,True,False,False,8.430327258394575,0.0,4.727387818712341
LP001578,1,1,0,0,0,2439.0,3333.0,129.0,360.0,1.0,1,True,False,False,7.799753318287247,8.111928063310739,4.867534450455582
LP001580,1,1,2,0,0,8000.0,0.0,200.0,360.0,1.0,1,False,True,False,8.987321812850125,0.0,5.303304908059076
LP001581,1,1,0,1,0,1820.0,1769.0,95.0,360.0,1.0,1,True,False,False,7.507141079727608,7.478734825567875,4.564348191467836
LP001594,1,1,0,0,0,5708.0,5625.0,187.0,360.0,1.0,1,False,True,False,8.64979915596426,8.635153989049803,5.236441962829949
LP001603,1,1,0,1,1,4344.0,736.0,87.0,360.0,1.0,0,False,True,False,8.376781037699493,6.602587892189336,4.477336814478207
LP001606,1,1,0,0,0,3497.0,1964.0,116.0,360.0,1.0,1,True,False,False,8.159946655578548,7.583247524303362,4.762173934797756
LP001608,1,1,2,0,0,2045.0,1619.0,101.0,360.0,1.0,1,True,False,False,7.6236419465115715,7.3901814282264295,4.624972813284271
LP001610,1,1,3,0,0,5516.0,5743.125,261.5,360.0,0.0,0,False,True,False,8.61558951327243,8.655932872329714,5.570251082031678
LP001616,1,1,1,0,0,3750.0,0.0,116.0,360.0,1.0,1,False,True,False,8.229777750081887,0.0,4.762173934797756
LP001633,1,1,1,0,0,6400.0,5743.125,180.0,360.0,0.0,0,False,False,True,8.764209507142004,8.655932872329714,5.198497031265826
LP001634,1,0,0,0,0,1916.0,5063.0,67.0,360.0,0.0,0,True,False,False,7.558516743045645,8.529911963824013,4.219507705176107
LP001637,1,1,1,0,0,10171.25,0.0,260.0,360.0,1.0,0,False,True,False,9.227418703510933,0.0,5.564520407322694
LP001639,0,1,0,0,0,3625.0,0.0,108.0,360.0,1.0,1,False,True,False,8.195885391314796,0.0,4.6913478822291435
LP001640,1,1,0,0,1,10171.25,4750.0,120.0,360.0,1.0,1,False,True,False,9.227418703510933,8.46611040118692,4.795790545596741
LP001643,1,1,0,0,0,2383.0,2138.0,58.0,360.0,0.0,1,True,False,False,7.776535028185241,7.668093709082406,4.07753744390572
LP001644,1,1,0,0,1,674.0,5296.0,168.0,360.0,1.0,1,True,False,False,6.51471269087253,8.574895901544526,5.1298987149230735
LP001653,1,0,0,1,0,4885.0,0.0,48.0,360.0,1.0,1,True,False,False,8.494129251817686,0.0,3.8918202981106265
LP001656,1,0,0,0,0,10171.25,0.0,164.0,360.0,1.0,0,False,True,False,9.227418703510933,0.0,5.10594547390058
LP001657,1,1,0,1,0,6033.0,0.0,160.0,360.0,1.0,0,False,False,True,8.705165419719007,0.0,5.081404364984463
LP001658,1,0,0,0,0,3858.0,0.0,76.0,360.0,1.0,1,False,True,False,8.258163361537619,0.0,4.343805421853684
LP001664,1,0,0,0,0,4191.0,0.0,120.0,360.0,1.0,1,True,False,False,8.340933226000878,0.0,4.795790545596741
LP001665,1,1,1,0,0,3125.0,2583.0,170.0,360.0,1.0,0,False,True,False,8.047509510981422,7.857093864902493,5.14166355650266
LP001666,1,0,0,0,0,8333.0,3750.0,187.0,360.0,1.0,1,True,False,False,9.0280988119824,8.229777750081887,5.236441962829949
LP001669,0,0,0,1,0,1907.0,2365.0,120.0,360.0,1.0,1,False,False,True,7.553810852008231,7.768956044538332,4.795790545596741
LP001671,0,1,0,0,0,3416.0,2816.0,113.0,360.0,0.0,1,False,True,False,8.136518252115291,7.943427767876373,4.736198448394496
LP001673,1,0,0,0,1,10171.25,0.0,83.0,360.0,1.0,0,False,False,True,9.227418703510933,0.0,4.430816798843313
LP001674,1,1,1,1,0,2600.0,2500.0,90.0,360.0,1.0,1,False,True,False,7.8636512654486515,7.824445930877619,4.51085950651685
LP001677,1,0,2,0,0,4923.0,0.0,166.0,360.0,0.0,1,False,True,False,8.501876487304344,0.0,5.117993812416755
LP001688,1,1,1,1,0,3500.0,1083.0,135.0,360.0,1.0,1,False,False,True,8.160803920954665,6.988413181999592,4.912654885736052
LP001691,1,1,2,1,0,3917.0,0.0,124.0,360.0,1.0,1,False,True,False,8.273336598504486,0.0,4.8283137373023015
LP001692,0,0,0,1,0,4408.0,0.0,120.0,360.0,1.0,1,False,True,False,8.391403185357937,0.0,4.795790545596741
LP001693,0,0,0,0,0,3244.0,0.0,80.0,360.0,1.0,1,False,False,True,8.08487062913819,0.0,4.394449154672439
LP001698,1,0,0,1,0,3975.0,2531.0,55.0,360.0,1.0,1,True,False,False,8.288031567776464,7.836764783264067,4.02535169073515
LP001699,1,0,0,0,0,2479.0,0.0,59.0,360.0,1.0,1,False,False,True,7.8160138391590275,0.0,4.0943445622221
LP001702,1,0,0,0,0,3418.0,0.0,127.0,360.0,1.0,0,False,True,False,8.137103389639302,0.0,4.852030263919617
LP001708,0,0,0,0,0,10000.0,0.0,214.0,360.0,1.0,0,False,True,False,9.210440366976517,0.0,5.3706380281276624
LP001711,1,1,3,0,0,3430.0,1250.0,128.0,360.0,0.0,0,False,True,False,8.14060704285845,7.1316985104669115,4.859812404361672
LP001713,1,1,1,0,1,7787.0,0.0,240.0,360.0,1.0,1,False,False,True,8.960339366492091,0.0,5.484796933490655
LP001715,1,1,3,1,1,5703.0,0.0,130.0,360.0,1.0,1,True,False,False,8.648922962094131,0.0,4.875197323201151
LP001716,1,1,0,0,0,3173.0,3021.0,137.0,360.0,1.0,1,False,False,True,8.062747901086354,8.013674142832684,4.927253685157205
LP001720,1,1,3,1,0,3850.0,983.0,100.0,360.0,1.0,1,False,True,False,8.25608813381491,6.891625897052253,4.61512051684126
LP001722,1,1,0,0,0,150.0,1800.0,135.0,360.0,1.0,0,True,False,False,5.017279836814924,7.496097345175956,4.912654885736052
LP001726,1,1,0,0,0,3727.0,1775.0,131.0,360.0,1.0,1,False,True,False,8.223627175805483,7.4821189235521155,4.882801922586371
LP001732,1,1,2,0,0,5000.0,0.0,72.0,360.0,0.0,0,False,True,False,8.517393171418904,0.0,4.290459441148391
LP001734,0,1,2,0,0,4283.0,2383.0,127.0,360.0,0.0,1,False,True,False,8.36264243156764,7.776535028185241,4.852030263919617
LP001736,1,1,0,0,0,2221.0,0.0,60.0,360.0,0.0,0,False,False,True,7.706162970199576,0.0,4.110873864173311
LP001743,1,1,2,0,0,4009.0,1717.0,116.0,360.0,1.0,1,False,True,False,8.296546520300614,7.4489161025442,4.762173934797756
LP001744,1,0,0,0,0,2971.0,2791.0,144.0,360.0,1.0,1,False,True,False,7.99699040583765,7.934513463882263,4.976733742420574
LP001749,1,1,0,0,0,7578.0,1010.0,175.0,360.0,1.0,1,False,True,False,8.93313654381203,6.918695219020472,5.170483995038151
LP001750,1,1,0,0,0,6250.0,0.0,128.0,360.0,1.0,1,False,True,False,8.740496729931813,0.0,4.859812404361672
LP001751,1,1,0,0,0,3250.0,0.0,170.0,360.0,1.0,0,True,False,False,8.086717920303906,0.0,5.14166355650266
LP001754,1,1,0,1,1,4735.0,0.0,138.0,360.0,1.0,0,False,False,True,8.462948176563842,0.0,4.9344739331306915
LP001758,1,1,2,0,0,6250.0,1695.0,210.0,360.0,1.0,1,False,True,False,8.740496729931813,7.4360278163518485,5.351858133476067
LP001761,1,0,0,0,1,6400.0,0.0,200.0,360.0,1.0,1,True,False,False,8.764209507142004,0.0,5.303304908059076
LP001765,1,1,1,0,0,2491.0,2054.0,104.0,360.0,1.0,1,False,True,False,7.820840879907344,7.628031126930335,4.653960350157523
LP001770,1,0,0,1,0,3189.0,2598.0,120.0,360.0,1.0,1,True,False,False,8.06777619577889,7.8628820346414905,4.795790545596741
LP001776,0,0,0,0,0,8333.0,0.0,261.5,360.0,1.0,1,False,True,False,9.0280988119824,0.0,5.570251082031678
LP001778,1,1,1,0,0,3155.0,1779.0,140.0,360.0,1.0,1,False,True,False,8.057060681965766,7.484368643286131,4.948759890378168
LP001784,1,1,1,0,0,5500.0,1260.0,170.0,360.0,1.0,1,True,False,False,8.612685172875459,7.13966033596492,5.14166355650266
